Timestamp,Temperature,Vibration,Motor_Current,Machine_Health,Machine_Status,Remaining_Useful_Life_Days
2026-11-02 19:46:02,61.33,0.19,8.07,99.4,Healthy,251
2026-11-03 19:46:02,61.61,0.19,8.08,99.3,Healthy,250
2026-11-04 19:46:02,61.31,0.21,8.04,99.7,Healthy,249
2026-11-05 19:46:02,61.57,0.23,8.01,99.6,Healthy,248
2026-11-06 19:46:02,61.58,0.27,8.06,99.6,Healthy,247
2026-11-07 19:46:02,,,,99.2,Healthy,246
2026-11-08 19:46:02,61.66,0.21,8.11,99.3,Healthy,245
2026-11-09 19:46:02,61.8,0.21,8.1,99.5,Healthy,244
2026-11-10 19:46:02,61.8,0.21,8.04,99.4,Healthy,243
2026-11-11 19:46:02,62.28,0.2,8.1,99.4,Healthy,242
2026-11-12 19:46:02,61.96,0.18,8.13,99.6,Healthy,241
2026-11-13 19:46:02,62.38,0.17,8.01,99.3,Healthy,240
2026-11-14 19:46:02,61.58,0.23,8.11,99.5,Healthy,239
2026-11-15 19:46:02,61.83,0.2,8.09,99.4,Healthy,238
2026-11-16 19:46:02,61.84,0.23,8.1,99.4,Healthy,237
2026-11-17 19:46:02,62.07,0.22,8.04,99.7,Healthy,236
2026-11-18 19:46:02,61.49,0.17,8.03,99.6,Healthy,235
2026-11-19 19:46:02,61.25,0.25,8.11,99.7,Healthy,234
2026-11-20 19:46:02,61.22,0.21,8.14,99.1,Healthy,233
2026-11-21 19:46:02,61.27,0.23,8.1,99.2,Healthy,232
2026-11-22 19:46:02,61.91,0.19,8.15,99.2,Healthy,231
2026-11-23 19:46:02,61.27,0.2,8.17,99.5,Healthy,230
2026-11-24 19:46:02,61.38,0.16,8.11,99.6,Healthy,229
2026-11-25 19:46:02,61.8,0.23,8.06,99.2,Healthy,228
2026-11-26 19:46:02,61.93,0.22,8.06,99.1,Healthy,227
2026-11-27 19:46:02,61.92,0.21,8.06,99.5,Healthy,226
2026-11-28 19:46:02,61.45,0.22,8.05,99.4,Healthy,225
2026-11-29 19:46:02,61.66,0.17,8.05,99.7,Healthy,224
2026-11-30 19:46:02,61.82,0.22,8.1,99.2,Healthy,223
2026-12-01 19:46:02,61.7,0.23,8.06,99.1,Healthy,222
2026-12-02 19:46:02,62.14,0.22,8.11,99.6,Healthy,221
2026-12-03 19:46:02,61.57,0.24,8.1,99.4,Healthy,220
2026-12-04 19:46:02,,,,99.4,Healthy,219
2026-12-05 19:46:02,61.47,0.22,8.09,99.5,Healthy,218
2026-12-06 19:46:02,61.44,0.22,8.07,99.1,Healthy,217
2026-12-07 19:46:02,60.93,0.23,8.05,99.3,Healthy,216
2026-12-08 19:46:02,61.06,0.24,8.13,99.4,Healthy,215
2026-12-09 19:46:02,61.89,0.22,8.1,99.3,Healthy,214
2026-12-10 19:46:02,61.23,0.19,8.02,99.1,Healthy,213
2026-12-11 19:46:02,61.05,0.18,8.12,99.5,Healthy,212
2026-12-12 19:46:02,61.38,0.21,8.03,99.4,Healthy,211
2026-12-13 19:46:02,61.53,0.21,8.11,99.0,Healthy,210
2026-12-14 19:46:02,61.39,0.2,8.05,99.2,Healthy,209
2026-12-15 19:46:02,62.29,0.19,8.09,99.4,Healthy,208
2026-12-16 19:46:02,62.04,0.26,8.06,99.3,Healthy,207
2026-12-17 19:46:02,61.82,0.23,8.15,99.5,Healthy,206
2026-12-18 19:46:02,61.89,0.19,8.09,99.5,Healthy,205
2026-12-19 19:46:02,61.58,0.23,8.1,99.4,Healthy,204
2026-12-20 19:46:02,61.84,0.16,8.08,99.2,Healthy,203
2026-12-21 19:46:02,61.69,0.22,8.09,99.5,Healthy,202
2026-12-22 19:46:02,61.84,0.21,8.06,99.4,Healthy,201
2026-12-23 19:46:02,62.2,0.19,8.1,99.6,Healthy,200
2026-12-24 19:46:02,61.46,0.21,8.06,99.2,Healthy,199
2026-12-25 19:46:02,61.66,0.2,8.1,99.5,Healthy,198
2026-12-26 19:46:02,61.42,0.2,8.06,98.9,Healthy,197
2026-12-27 19:46:02,61.59,0.19,8.07,99.0,Healthy,196
2026-12-28 19:46:02,61.53,0.21,8.04,99.6,Healthy,195
2026-12-29 19:46:02,61.4,0.17,8.1,99.4,Healthy,194
2026-12-30 19:46:02,61.63,0.16,8.05,99.0,Healthy,193
2026-12-31 19:46:02,61.62,0.24,8.07,99.4,Healthy,192
2027-01-01 19:46:02,61.24,0.17,8.12,98.1,Healthy,191
2027-01-02 19:46:02,61.69,0.23,8.14,98.1,Healthy,190
2027-01-03 19:46:02,61.67,0.25,8.1,97.9,Healthy,189
2027-01-04 19:46:02,61.58,0.27,8.12,97.4,Healthy,188
2027-01-05 19:46:02,62.04,0.3,8.05,96.9,Healthy,187
2027-01-06 19:46:02,61.94,0.38,8.09,96.4,Healthy,186
2027-01-07 19:46:02,62.01,0.38,8.12,95.9,Healthy,185
2027-01-08 19:46:02,61.8,0.35,8.16,95.5,Healthy,184
2027-01-09 19:46:02,61.91,0.4,8.16,95.0,Healthy,183
2027-01-10 19:46:02,62.14,0.37,8.12,94.5,Healthy,182
2027-01-11 19:46:02,62.22,0.44,8.16,94.0,Healthy,181
2027-01-12 19:46:02,62.18,0.36,8.15,93.5,Healthy,180
2027-01-13 19:46:02,61.86,0.39,8.22,93.0,Healthy,179
2027-01-14 19:46:02,62.1,0.38,8.12,92.5,Healthy,178
2027-01-15 19:46:02,62.24,0.38,8.12,92.0,Healthy,177
2027-01-16 19:46:02,61.89,0.35,8.24,91.5,Healthy,176
2027-01-17 19:46:02,62.4,0.32,8.15,91.0,Healthy,175
2027-01-18 19:46:02,62.16,0.34,8.14,90.5,Healthy,174
2027-01-19 19:46:02,62.47,0.29,8.15,90.0,Healthy,173
2027-01-20 19:46:02,62.01,0.28,8.28,89.6,Healthy,172
2027-01-21 19:46:02,62.13,0.22,8.18,89.1,Healthy,171
2027-01-22 19:46:02,62.03,0.25,8.27,88.6,Healthy,170
2027-01-23 19:46:02,62.17,0.22,8.18,88.1,Healthy,169
2027-01-24 19:46:02,62.12,0.15,8.27,87.6,Healthy,168
2027-01-25 19:46:02,62.05,0.14,8.18,87.1,Healthy,167
2027-01-26 19:46:02,61.77,0.1,8.23,86.6,Healthy,166
2027-01-27 19:46:02,61.62,0.17,8.15,86.1,Healthy,165
2027-01-28 19:46:02,61.34,0.14,8.16,85.6,Healthy,164
2027-01-29 19:46:02,61.86,0.21,8.21,85.1,Healthy,163
2027-01-30 19:46:02,61.47,0.13,8.23,84.6,Healthy,162
2027-01-31 19:46:02,61.97,0.16,8.23,84.1,Healthy,161
2027-02-01 19:46:02,61.73,0.13,8.31,83.6,Healthy,160
2027-02-02 19:46:02,61.86,0.23,8.3,83.2,Healthy,159
2027-02-03 19:46:02,61.42,0.24,8.42,82.7,Healthy,158
2027-02-04 19:46:02,61.38,0.27,8.29,82.2,Healthy,157
2027-02-05 19:46:02,61.96,0.28,8.35,81.7,Healthy,156
2027-02-06 19:46:02,62.41,0.32,8.18,81.2,Healthy,155
2027-02-07 19:46:02,62.35,0.37,8.32,80.7,Healthy,154
2027-02-08 19:46:02,62.48,0.44,8.45,80.2,Healthy,153
2027-02-09 19:46:02,61.56,0.45,8.34,79.7,Slight Wear,152
2027-02-10 19:46:02,62.47,0.38,8.41,79.2,Slight Wear,151
2027-02-11 19:46:02,62.22,0.48,8.47,78.7,Slight Wear,150
2027-02-12 19:46:02,62.1,0.45,8.54,78.2,Slight Wear,149
2027-02-13 19:46:02,62.21,0.53,8.51,77.7,Slight Wear,148
2027-02-14 19:46:02,61.78,0.59,8.43,77.3,Slight Wear,147
2027-02-15 19:46:02,62.31,0.56,8.56,76.8,Slight Wear,146
2027-02-16 19:46:02,62.28,0.57,8.52,76.3,Slight Wear,145
2027-02-17 19:46:02,62.46,0.64,8.3,75.8,Slight Wear,144
2027-02-18 19:46:02,62.36,0.64,8.7,75.3,Slight Wear,143
2027-02-19 19:46:02,62.55,0.56,8.77,74.8,Slight Wear,142
2027-02-20 19:46:02,62.46,0.61,8.51,74.3,Slight Wear,141
2027-02-21 19:46:02,62.1,0.6,8.45,73.8,Slight Wear,140
2027-02-22 19:46:02,63.08,0.66,8.42,73.3,Slight Wear,139
2027-02-23 19:46:02,62.82,0.53,8.73,72.8,Slight Wear,138
2027-02-24 19:46:02,62.24,0.48,8.66,72.3,Slight Wear,137
2027-02-25 19:46:02,64.03,0.61,8.61,71.8,Slight Wear,136
2027-02-26 19:46:02,62.98,0.54,8.64,71.4,Slight Wear,135
2027-02-27 19:46:02,63.11,0.52,8.74,70.9,Slight Wear,134
2027-02-28 19:46:02,62.66,0.51,8.68,70.4,Slight Wear,133
2027-03-01 19:46:02,63.45,0.41,8.84,69.9,Slight Wear,132
2027-03-02 19:46:02,62.78,0.52,8.82,69.4,Slight Wear,131
2027-03-03 19:46:02,63.54,0.51,8.83,68.9,Slight Wear,130
2027-03-04 19:46:02,63.05,0.41,8.65,68.4,Slight Wear,129
2027-03-05 19:46:02,63.33,0.42,8.61,67.9,Slight Wear,128
2027-03-06 19:46:02,63.73,0.46,8.72,67.4,Slight Wear,127
2027-03-07 19:46:02,63.41,0.43,8.83,66.9,Slight Wear,126
2027-03-08 19:46:02,64.11,0.43,9.02,66.4,Slight Wear,125
2027-03-09 19:46:02,62.85,0.47,9.09,65.9,Slight Wear,124
2027-03-10 19:46:02,63.15,0.43,8.85,65.4,Slight Wear,123
2027-03-11 19:46:02,64.92,0.42,8.55,65.0,Slight Wear,122
2027-03-12 19:46:02,63.27,0.52,9.25,64.5,Slight Wear,121
2027-03-13 19:46:02,63.82,0.52,8.98,64.0,Slight Wear,120
2027-03-14 19:46:02,64.44,0.57,8.73,63.5,Slight Wear,119
2027-03-15 19:46:02,62.01,0.86,9.13,63.0,Slight Wear,118
2027-03-16 19:46:02,63.95,0.64,8.99,62.5,Slight Wear,117
2027-03-17 19:46:02,64.02,0.69,9.05,62.0,Slight Wear,116
2027-03-18 19:46:02,62.9,0.59,8.97,61.5,Slight Wear,115
2027-03-19 19:46:02,66.61,1.2,10.49,61.0,Slight Wear,114
2027-03-20 19:46:02,63.75,0.71,9.1,60.5,Slight Wear,113
2027-03-21 19:46:02,62.22,0.84,9.14,60.0,Slight Wear,112
2027-03-22 19:46:02,64.51,1.11,10.47,59.5,Moderate Wear,111
2027-03-23 19:46:02,63.8,0.9,9.39,59.1,Moderate Wear,110
2027-03-24 19:46:02,63.72,0.86,9.35,58.6,Moderate Wear,109
2027-03-25 19:46:02,63.98,0.88,9.26,58.1,Moderate Wear,108
2027-03-26 19:46:02,62.98,1.07,9.27,57.6,Moderate Wear,107
2027-03-27 19:46:02,65.28,1.24,10.94,57.1,Moderate Wear,106
2027-03-28 19:46:02,64.52,0.97,9.4,56.6,Moderate Wear,105
2027-03-29 19:46:02,67.37,1.43,10.47,56.1,Moderate Wear,104
2027-03-30 19:46:02,64.55,1.13,9.31,55.6,Moderate Wear,103
2027-03-31 19:46:02,63.62,0.87,9.26,55.1,Moderate Wear,102
2027-04-01 19:46:02,64.74,0.88,9.57,54.6,Moderate Wear,101
2027-04-02 19:46:02,64.69,0.89,9.24,54.1,Moderate Wear,100
2027-04-03 19:46:02,64.05,1.06,9.32,53.6,Moderate Wear,99
2027-04-04 19:46:02,67.83,1.39,11.0,53.2,Moderate Wear,98
2027-04-05 19:46:02,64.81,1.03,9.27,52.7,Moderate Wear,97
2027-04-06 19:46:02,65.58,1.03,9.46,52.2,Moderate Wear,96
2027-04-07 19:46:02,67.5,1.19,10.74,51.7,Moderate Wear,95
2027-04-08 19:46:02,67.04,1.34,10.48,51.2,Moderate Wear,94
2027-04-09 19:46:02,,,,50.7,Moderate Wear,93
2027-04-10 19:46:02,66.81,0.78,9.45,50.2,Moderate Wear,92
2027-04-11 19:46:02,64.96,0.93,9.48,49.7,Moderate Wear,91
2027-04-12 19:46:02,65.08,0.85,9.67,49.2,Moderate Wear,90
2027-04-13 19:46:02,64.79,0.98,9.38,48.7,Moderate Wear,89
2027-04-14 19:46:02,65.99,0.9,9.61,48.2,Moderate Wear,88
2027-04-15 19:46:02,64.74,0.97,10.1,47.7,Moderate Wear,87
2027-04-16 19:46:02,68.63,1.45,11.13,47.3,Moderate Wear,86
2027-04-17 19:46:02,65.46,0.84,10.02,46.8,Moderate Wear,85
2027-04-18 19:46:02,63.8,1.1,9.75,46.3,Moderate Wear,84
2027-04-19 19:46:02,68.37,1.22,11.66,45.8,Moderate Wear,83
2027-04-20 19:46:02,71.21,1.21,10.59,45.3,Moderate Wear,82
2027-04-21 19:46:02,64.29,1.04,9.69,44.8,Moderate Wear,81
2027-04-22 19:46:02,66.6,1.14,10.26,44.3,Moderate Wear,80
2027-04-23 19:46:02,65.6,1.11,10.06,43.8,Moderate Wear,79
2027-04-24 19:46:02,70.28,1.23,11.61,43.3,Moderate Wear,78
2027-04-25 19:46:02,65.52,1.26,10.24,42.8,Moderate Wear,77
2027-04-26 19:46:02,66.19,1.11,9.9,42.3,Moderate Wear,76
2027-04-27 19:46:02,67.46,1.12,10.05,41.8,Moderate Wear,75
2027-04-28 19:46:02,67.02,1.48,10.1,41.3,Moderate Wear,74
2027-04-29 19:46:02,67.43,1.27,10.07,40.9,Moderate Wear,73
2027-04-30 19:46:02,69.28,1.77,11.13,40.4,Moderate Wear,72
2027-05-01 19:46:02,64.52,1.38,10.5,39.9,Critical,71
2027-05-02 19:46:02,67.41,1.54,10.42,39.4,Critical,70
2027-05-03 19:46:02,67.24,1.42,10.6,38.9,Critical,69
2027-05-04 19:46:02,65.93,1.53,9.89,38.4,Critical,68
2027-05-05 19:46:02,67.76,2.4,12.29,37.9,Critical,67
2027-05-06 19:46:02,68.18,1.89,12.67,37.4,Critical,66
2027-05-07 19:46:02,,,,36.9,Critical,65
2027-05-08 19:46:02,67.65,1.73,9.95,36.4,Critical,64
2027-05-09 19:46:02,65.09,1.34,10.55,35.9,Critical,63
2027-05-10 19:46:02,71.92,2.27,11.64,35.4,Critical,62
2027-05-11 19:46:02,64.98,1.34,10.86,35.0,Critical,61
2027-05-12 19:46:02,68.2,1.76,10.54,34.5,Critical,60
2027-05-13 19:46:02,71.42,1.73,12.37,34.0,Critical,59
2027-05-14 19:46:02,66.59,1.68,10.55,33.5,Critical,58
2027-05-15 19:46:02,67.69,1.75,12.17,33.0,Critical,57
2027-05-16 19:46:02,66.96,1.34,10.92,32.5,Critical,56
2027-05-17 19:46:02,67.24,1.64,10.9,32.0,Critical,55
2027-05-18 19:46:02,68.35,1.44,11.11,31.5,Critical,54
2027-05-19 19:46:02,69.69,2.05,11.71,31.0,Critical,53
2027-05-20 19:46:02,66.6,1.66,10.76,30.5,Critical,52
2027-05-21 19:46:02,66.82,1.79,10.52,30.0,Critical,51
2027-05-22 19:46:02,70.77,1.96,11.42,29.5,Critical,50
2027-05-23 19:46:02,65.62,1.18,11.18,29.1,Critical,49
2027-05-24 19:46:02,68.11,0.98,10.97,28.6,Critical,48
2027-05-25 19:46:02,69.62,1.64,11.22,28.1,Critical,47
2027-05-26 19:46:02,69.33,1.33,10.98,27.6,Critical,46
2027-05-27 19:46:02,67.43,1.28,11.05,27.1,Critical,45
2027-05-28 19:46:02,70.58,2.11,10.61,26.6,Critical,44
2027-05-29 19:46:02,65.98,2.2,13.2,26.1,Critical,43
2027-05-30 19:46:02,67.54,1.58,10.85,25.6,Critical,42
2027-05-31 19:46:02,68.68,1.71,12.14,25.1,Critical,41
2027-06-01 19:46:02,70.0,1.86,11.26,24.6,Critical,40
2027-06-02 19:46:02,69.54,2.07,13.65,24.1,Critical,39
2027-06-03 19:46:02,68.46,1.9,11.78,23.6,Critical,38
2027-06-04 19:46:02,68.32,1.85,11.17,23.1,Critical,37
2027-06-05 19:46:02,69.2,1.94,11.65,22.7,Critical,36
2027-06-06 19:46:02,70.82,2.19,11.5,22.2,Critical,35
2027-06-07 19:46:02,68.85,1.89,11.64,21.7,Critical,34
2027-06-08 19:46:02,73.09,2.87,12.37,21.2,Critical,33
2027-06-09 19:46:02,67.89,1.87,11.47,20.7,Critical,32
2027-06-10 19:46:02,74.26,2.95,13.41,20.2,Critical,31
2027-06-11 19:46:02,67.65,1.9,11.89,19.7,Critical,30
2027-06-12 19:46:02,70.97,2.34,11.45,19.2,Critical,29
2027-06-13 19:46:02,73.56,2.03,13.73,18.7,Critical,28
2027-06-14 19:46:02,70.69,2.28,11.95,18.2,Critical,27
2027-06-15 19:46:02,70.04,2.17,11.93,17.7,Critical,26
2027-06-16 19:46:02,70.95,2.53,12.64,17.2,Critical,25
2027-06-17 19:46:02,69.52,2.68,11.56,16.8,Critical,24
2027-06-18 19:46:02,71.49,2.47,11.69,16.3,Critical,23
2027-06-19 19:46:02,77.57,2.75,13.26,15.8,Critical,22
2027-06-20 19:46:02,71.46,1.93,12.83,15.3,Critical,21
2027-06-21 19:46:02,71.15,2.34,12.09,14.8,Failure,20
2027-06-22 19:46:02,70.92,2.12,12.84,14.3,Failure,19
2027-06-23 19:46:02,70.56,1.94,11.67,13.8,Failure,18
2027-06-24 19:46:02,70.81,2.43,12.18,13.3,Failure,17
2027-06-25 19:46:02,71.53,1.96,13.88,12.8,Failure,16
2027-06-26 19:46:02,72.21,1.95,11.74,12.3,Failure,15
2027-06-27 19:46:02,69.44,2.23,12.55,11.8,Failure,14
2027-06-28 19:46:02,71.71,1.58,12.17,11.3,Failure,13
2027-06-29 19:46:02,70.39,1.6,12.34,10.9,Failure,12
2027-06-30 19:46:02,74.56,2.09,13.22,10.4,Failure,11
2027-07-01 19:46:02,70.3,2.51,12.43,9.9,Failure,10
2027-07-02 19:46:02,73.11,2.12,11.75,9.4,Failure,9
2027-07-03 19:46:02,78.96,3.06,15.56,8.9,Failure,8
2027-07-04 19:46:02,71.84,1.9,12.33,8.4,Failure,7
2027-07-05 19:46:02,71.1,2.88,14.23,7.9,Failure,6
2027-07-06 19:46:02,70.27,2.53,12.18,7.4,Failure,5
2027-07-07 19:46:02,72.87,2.84,12.41,6.9,Failure,4
2027-07-08 19:46:02,69.46,2.19,12.89,6.4,Failure,3
2027-07-09 19:46:02,65.23,2.29,12.53,5.9,Failure,2
2027-07-10 19:46:02,73.58,2.6,13.07,5.4,Failure,1
2027-07-11 19:46:02,71.71,2.42,12.59,5.0,Failure,0
2027-07-12 19:46:02,74.23,3.5,14.29,4.5,Failure,0
2027-07-13 19:46:02,71.67,2.94,13.0,4.0,Failure,0
2027-07-14 19:46:02,72.47,2.83,12.94,3.5,Failure,0
2027-07-15 19:46:02,,,,3.0,Failure,0
2027-07-16 19:46:02,77.89,2.93,14.43,2.5,Failure,0
2027-07-17 19:46:02,72.44,2.2,13.72,2.0,Failure,0
2027-07-18 19:46:02,75.4,2.79,13.73,1.5,Failure,0
2027-07-19 19:46:02,76.22,2.81,13.37,1.0,Failure,0
2027-07-20 19:46:02,69.74,3.74,13.68,0.5,Failure,0
2027-07-21 19:46:02,74.1,3.48,13.65,0.0,Failure,0
2027-07-22 19:46:02,70.56,3.96,14.11,0.0,Failure,0
2027-07-23 19:46:02,74.24,2.47,13.53,0.0,Failure,0
2027-07-24 19:46:02,77.15,3.01,15.24,0.0,Failure,0
2027-07-25 19:46:02,70.44,2.41,13.14,0.0,Failure,0
2027-07-26 19:46:02,76.91,2.79,13.28,0.0,Failure,0
2027-07-27 19:46:02,72.41,3.0,12.21,0.0,Failure,0
2027-07-28 19:46:02,73.01,3.06,13.08,0.0,Failure,0
2027-07-29 19:46:02,77.8,2.44,15.71,0.0,Failure,0
2027-07-30 19:46:02,73.42,2.65,14.63,0.0,Failure,0
2027-07-31 19:46:02,75.08,2.84,13.66,0.0,Failure,0
2027-08-01 19:46:02,74.8,3.3,13.08,0.0,Failure,0
2026-09-11 19:46:02,62.26,0.16,7.87,99.9,Healthy,357
2026-09-12 19:46:02,61.79,0.19,7.89,100.0,Healthy,356
2026-09-13 19:46:02,61.71,0.2,8.0,100.0,Healthy,355
2026-09-14 19:46:02,62.44,0.15,7.98,100.0,Healthy,354
2026-09-15 19:46:02,61.88,0.22,7.88,100.0,Healthy,353
2026-09-16 19:46:02,62.41,0.18,7.85,100.0,Healthy,352
2026-09-17 19:46:02,62.08,0.18,7.95,100.0,Healthy,351
2026-09-18 19:46:02,61.69,0.22,7.9,100.0,Healthy,350
2026-09-19 19:46:02,62.33,0.22,7.95,100.0,Healthy,349
2026-09-20 19:46:02,61.16,0.2,7.88,99.9,Healthy,348
2026-09-21 19:46:02,61.96,0.19,7.99,100.0,Healthy,347
2026-09-22 19:46:02,61.99,0.19,7.94,100.0,Healthy,346
2026-09-23 19:46:02,62.03,0.18,7.86,100.0,Healthy,345
2026-09-24 19:46:02,61.67,0.22,7.95,99.9,Healthy,344
2026-09-25 19:46:02,61.62,0.21,7.86,99.9,Healthy,343
2026-09-26 19:46:02,62.08,0.18,7.89,99.8,Healthy,342
2026-09-27 19:46:02,61.65,0.2,7.92,99.8,Healthy,341
2026-09-28 19:46:02,61.96,0.19,7.92,99.8,Healthy,340
2026-09-29 19:46:02,62.35,0.17,7.99,99.8,Healthy,339
